"scenario_id","estimator","formula_id","n_replicates","n_converged","bias","mse","power","mean_estimate","mean_se","allocation","K","n","covariate_distribution"
"main_3to1_K30_n020_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"3to1",30,20,"chi2"
"main_4to0_K30_n020_chi2","target_only","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",30,20,"chi2"
"main_4to0_K30_n020_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",30,20,"chi2"
"main_4to0_K30_n020_chi2","meta_regression","misspecified",1,1,0.505035053161404,0.255060404921742,1,2.5050350531614,0.274206943387345,"4to0",30,20,"chi2"
"main_4to0_K30_n020_chi2","target_only","correct",1,0,NA,NA,NA,NA,NA,"4to0",30,20,"chi2"
"main_4to0_K30_n020_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"4to0",30,20,"chi2"
"main_4to0_K30_n020_chi2","meta_regression","correct",1,1,-0.154555183899714,0.0238873048702745,1,1.84544481610029,0.233714599895689,"4to0",30,20,"chi2"
"main_1to1_K05_n040_chi2","target_only","misspecified",1,1,0.820895015189743,0.673868625963368,1,2.82089501518974,0.469076135397777,"1to1",5,40,"chi2"
"main_1to1_K05_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",5,40,"chi2"
"main_1to1_K05_n040_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",5,40,"chi2"
"main_1to1_K05_n040_chi2","target_only","correct",1,1,0.390120884339908,0.152194304398152,1,2.39012088433991,0.322449282339555,"1to1",5,40,"chi2"
"main_1to1_K05_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"1to1",5,40,"chi2"
"main_1to1_K05_n040_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"1to1",5,40,"chi2"
"main_3to1_K05_n040_chi2","target_only","misspecified",1,1,-0.448141156011764,0.20083049571156,1,1.55185884398824,0.328113385750087,"3to1",5,40,"chi2"
"main_3to1_K05_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",5,40,"chi2"
"main_3to1_K05_n040_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",5,40,"chi2"
"main_3to1_K05_n040_chi2","target_only","correct",1,1,-0.251370122389192,0.0631869384299574,1,1.74862987761081,0.407242407613242,"3to1",5,40,"chi2"
"main_3to1_K05_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"3to1",5,40,"chi2"
"main_3to1_K05_n040_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"3to1",5,40,"chi2"
"main_4to0_K05_n040_chi2","target_only","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",5,40,"chi2"
"main_4to0_K05_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",5,40,"chi2"
"main_4to0_K05_n040_chi2","meta_regression","misspecified",1,1,0.563804527356789,0.317875545068012,1,2.56380452735679,0.79293032229863,"4to0",5,40,"chi2"
"main_4to0_K05_n040_chi2","target_only","correct",1,0,NA,NA,NA,NA,NA,"4to0",5,40,"chi2"
"main_4to0_K05_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"4to0",5,40,"chi2"
"main_4to0_K05_n040_chi2","meta_regression","correct",1,1,0.0457399055159247,0.00209213895660572,1,2.04573990551592,0.933378985534784,"4to0",5,40,"chi2"
"main_1to1_K10_n040_chi2","target_only","misspecified",1,1,0.0810813008972704,0.0065741773551937,1,2.08108130089727,0.375433107985975,"1to1",10,40,"chi2"
"main_1to1_K10_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",10,40,"chi2"
"main_1to1_K10_n040_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",10,40,"chi2"
"main_1to1_K10_n040_chi2","target_only","correct",1,1,0.112536050783325,0.012664362725907,1,2.11253605078332,0.292676884367276,"1to1",10,40,"chi2"
"main_1to1_K10_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"1to1",10,40,"chi2"
"main_1to1_K10_n040_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"1to1",10,40,"chi2"
"main_3to1_K10_n040_chi2","target_only","misspecified",1,1,-0.98251022023499,0.965326332866208,1,1.01748977976501,0.467924470797551,"3to1",10,40,"chi2"
"main_3to1_K10_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",10,40,"chi2"
"main_3to1_K10_n040_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",10,40,"chi2"
"main_3to1_K10_n040_chi2","target_only","correct",1,1,-0.458849638967714,0.210542991180801,1,1.54115036103229,0.459926428219901,"3to1",10,40,"chi2"
"main_3to1_K10_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"3to1",10,40,"chi2"
"main_3to1_K10_n040_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"3to1",10,40,"chi2"
"main_4to0_K10_n040_chi2","target_only","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",10,40,"chi2"
"main_4to0_K10_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",10,40,"chi2"
"main_4to0_K10_n040_chi2","meta_regression","misspecified",1,1,0.636421661946403,0.405032531794622,1,2.6364216619464,0.502673306153325,"4to0",10,40,"chi2"
"main_4to0_K10_n040_chi2","target_only","correct",1,0,NA,NA,NA,NA,NA,"4to0",10,40,"chi2"
"main_4to0_K10_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"4to0",10,40,"chi2"
"main_4to0_K10_n040_chi2","meta_regression","correct",1,1,0.00245708817693524,6.03728230923494e-06,1,2.00245708817694,0.637115201659815,"4to0",10,40,"chi2"
"main_1to1_K30_n040_chi2","target_only","misspecified",1,1,0.329099851300409,0.108306712125951,1,2.32909985130041,0.506113617281487,"1to1",30,40,"chi2"
"main_1to1_K30_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",30,40,"chi2"
"main_1to1_K30_n040_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",30,40,"chi2"
"main_1to1_K30_n040_chi2","target_only","correct",1,1,0.0525611435489362,0.00276267381117187,1,2.05256114354894,0.275965471526096,"1to1",30,40,"chi2"
"main_1to1_K30_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"1to1",30,40,"chi2"
"main_1to1_K30_n040_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"1to1",30,40,"chi2"
"main_3to1_K30_n040_chi2","target_only","misspecified",1,1,0.0628490155934682,0.00394999876106801,1,2.06284901559347,0.464641822609153,"3to1",30,40,"chi2"
"main_3to1_K30_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",30,40,"chi2"
"main_3to1_K30_n040_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",30,40,"chi2"
"main_3to1_K30_n040_chi2","target_only","correct",1,1,-0.130435056769055,0.0170133040343465,1,1.86956494323095,0.380610437625673,"3to1",30,40,"chi2"
"main_3to1_K30_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"3to1",30,40,"chi2"
"main_3to1_K30_n040_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"3to1",30,40,"chi2"
"main_4to0_K30_n040_chi2","target_only","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",30,40,"chi2"
"main_4to0_K30_n040_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",30,40,"chi2"
"main_4to0_K30_n040_chi2","meta_regression","misspecified",1,1,0.527776607550478,0.278548147477491,1,2.52777660755048,0.259599124117248,"4to0",30,40,"chi2"
"main_4to0_K30_n040_chi2","target_only","correct",1,0,NA,NA,NA,NA,NA,"4to0",30,40,"chi2"
"main_4to0_K30_n040_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"4to0",30,40,"chi2"
"main_4to0_K30_n040_chi2","meta_regression","correct",1,1,-0.0368395880612455,0.00135715524852227,1,1.96316041193875,0.32934208105789,"4to0",30,40,"chi2"
"main_1to1_K05_n100_chi2","target_only","misspecified",1,1,-0.0443294370956804,0.00196509899321988,1,1.95567056290432,0.229248636340517,"1to1",5,100,"chi2"
"main_1to1_K05_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",5,100,"chi2"
"main_1to1_K05_n100_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",5,100,"chi2"
"main_1to1_K05_n100_chi2","target_only","correct",1,1,0.0391500726021436,0.00153272818475312,1,2.03915007260214,0.190948635609828,"1to1",5,100,"chi2"
"main_1to1_K05_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"1to1",5,100,"chi2"
"main_1to1_K05_n100_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"1to1",5,100,"chi2"
"main_3to1_K05_n100_chi2","target_only","misspecified",1,1,-0.35314816679492,0.124713627710613,1,1.64685183320508,0.300506999749286,"3to1",5,100,"chi2"
"main_3to1_K05_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",5,100,"chi2"
"main_3to1_K05_n100_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",5,100,"chi2"
"main_3to1_K05_n100_chi2","target_only","correct",1,1,-0.382802685188747,0.146537895787715,1,1.61719731481125,0.229231441615566,"3to1",5,100,"chi2"
"main_3to1_K05_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"3to1",5,100,"chi2"
"main_3to1_K05_n100_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"3to1",5,100,"chi2"
"main_4to0_K05_n100_chi2","target_only","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",5,100,"chi2"
"main_4to0_K05_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",5,100,"chi2"
"main_4to0_K05_n100_chi2","meta_regression","misspecified",1,1,0.552826513823681,0.305617154386445,1,2.55282651382368,0.772172340490214,"4to0",5,100,"chi2"
"main_4to0_K05_n100_chi2","target_only","correct",1,0,NA,NA,NA,NA,NA,"4to0",5,100,"chi2"
"main_4to0_K05_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"4to0",5,100,"chi2"
"main_4to0_K05_n100_chi2","meta_regression","correct",1,1,-0.0590729175269642,0.00348960958514751,1,1.94092708247304,0.923584916173011,"4to0",5,100,"chi2"
"main_1to1_K10_n100_chi2","target_only","misspecified",1,1,0.187079575358482,0.0349987675163101,1,2.18707957535848,0.266244936324952,"1to1",10,100,"chi2"
"main_1to1_K10_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",10,100,"chi2"
"main_1to1_K10_n100_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",10,100,"chi2"
"main_1to1_K10_n100_chi2","target_only","correct",1,1,0.0432189569794246,0.00186787824238935,1,2.04321895697942,0.191389951084906,"1to1",10,100,"chi2"
"main_1to1_K10_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"1to1",10,100,"chi2"
"main_1to1_K10_n100_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"1to1",10,100,"chi2"
"main_3to1_K10_n100_chi2","target_only","misspecified",1,1,-0.0343755386495079,0.00118167765744381,1,1.96562446135049,0.26671373078212,"3to1",10,100,"chi2"
"main_3to1_K10_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",10,100,"chi2"
"main_3to1_K10_n100_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",10,100,"chi2"
"main_3to1_K10_n100_chi2","target_only","correct",1,1,0.00266876322220044,7.12229713616969e-06,1,2.0026687632222,0.233544143201955,"3to1",10,100,"chi2"
"main_3to1_K10_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"3to1",10,100,"chi2"
"main_3to1_K10_n100_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"3to1",10,100,"chi2"
"main_4to0_K10_n100_chi2","target_only","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",10,100,"chi2"
"main_4to0_K10_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",10,100,"chi2"
"main_4to0_K10_n100_chi2","meta_regression","misspecified",1,1,0.553114615111849,0.305935777450329,1,2.55311461511185,0.457087884087563,"4to0",10,100,"chi2"
"main_4to0_K10_n100_chi2","target_only","correct",1,0,NA,NA,NA,NA,NA,"4to0",10,100,"chi2"
"main_4to0_K10_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"4to0",10,100,"chi2"
"main_4to0_K10_n100_chi2","meta_regression","correct",1,1,0.00701290612668615,4.91808523417121e-05,1,2.00701290612669,0.531809148680041,"4to0",10,100,"chi2"
"main_1to1_K30_n100_chi2","target_only","misspecified",1,1,0.0572129231895895,0.00327331857989787,1,2.05721292318959,0.229248153230094,"1to1",30,100,"chi2"
"main_1to1_K30_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",30,100,"chi2"
"main_1to1_K30_n100_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"1to1",30,100,"chi2"
"main_1to1_K30_n100_chi2","target_only","correct",1,1,-0.0706121152989538,0.00498607082699275,1,1.92938788470105,0.1937300067887,"1to1",30,100,"chi2"
"main_1to1_K30_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"1to1",30,100,"chi2"
"main_1to1_K30_n100_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"1to1",30,100,"chi2"
"main_3to1_K30_n100_chi2","target_only","misspecified",1,1,-0.0685132153532451,0.00469406067804013,1,1.93148678464675,0.265058954059798,"3to1",30,100,"chi2"
"main_3to1_K30_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",30,100,"chi2"
"main_3to1_K30_n100_chi2","meta_regression","misspecified",1,0,NA,NA,NA,NA,NA,"3to1",30,100,"chi2"
"main_3to1_K30_n100_chi2","target_only","correct",1,1,-0.236102119135279,0.0557442106601696,1,1.76389788086472,0.195652738578787,"3to1",30,100,"chi2"
"main_3to1_K30_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"3to1",30,100,"chi2"
"main_3to1_K30_n100_chi2","meta_regression","correct",1,0,NA,NA,NA,NA,NA,"3to1",30,100,"chi2"
"main_4to0_K30_n100_chi2","target_only","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",30,100,"chi2"
"main_4to0_K30_n100_chi2","inmass","misspecified",1,0,NA,NA,NA,NA,NA,"4to0",30,100,"chi2"
"main_4to0_K30_n100_chi2","meta_regression","misspecified",1,1,0.537273797833638,0.288663133838581,1,2.53727379783364,0.274617079082454,"4to0",30,100,"chi2"
"main_4to0_K30_n100_chi2","target_only","correct",1,0,NA,NA,NA,NA,NA,"4to0",30,100,"chi2"
"main_4to0_K30_n100_chi2","inmass","correct",1,0,NA,NA,NA,NA,NA,"4to0",30,100,"chi2"
"main_4to0_K30_n100_chi2","meta_regression","correct",1,1,0.0197023504672438,0.000388182613934101,1,2.01970235046724,0.357051553572376,"4to0",30,100,"chi2"
