"scenario_id","replicate","estimator","formula_id","estimate","se","ci_low","ci_high","converged","diagnostics"
"main_1to1_K30_n020_chi2",1,"target_only","correct",1.93527730254449,0.480123947239634,0.917460002508168,2.95309460258082,TRUE,""
"main_1to1_K30_n020_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K30_n020_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K30_n020_chi2",1,"target_only","misspecified",2.85669211120146,0.558455138418478,1.68342140241222,4.0299628199907,TRUE,""
"main_3to1_K30_n020_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K30_n020_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K30_n020_chi2",1,"target_only","correct",3.15690191541517,0.548572217918318,1.99398076364457,4.31982306718577,TRUE,""
"main_3to1_K30_n020_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K30_n020_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_4to0_K30_n020_chi2",1,"target_only","misspecified",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K30_n020_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K30_n020_chi2",1,"meta_regression","misspecified",2.5050350531614,0.274206943387345,1.96759931981139,3.04247078651141,TRUE,""
"main_4to0_K30_n020_chi2",1,"target_only","correct",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K30_n020_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K30_n020_chi2",1,"meta_regression","correct",1.84544481610029,0.233714599895689,1.38737261764355,2.30351701455703,TRUE,""
"main_1to1_K05_n040_chi2",1,"target_only","misspecified",2.82089501518974,0.469076135397777,1.8713000242601,3.77049000611938,TRUE,""
"main_1to1_K05_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K05_n040_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_1to1_K05_n040_chi2",1,"target_only","correct",2.39012088433991,0.322449282339555,1.73616342920661,3.04407833947321,TRUE,""
"main_1to1_K05_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K05_n040_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K05_n040_chi2",1,"target_only","misspecified",1.55185884398824,0.328113385750087,0.887628020774364,2.21608966720211,TRUE,""
"main_3to1_K05_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K05_n040_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K05_n040_chi2",1,"target_only","correct",1.74862987761081,0.407242407613242,0.922703993785557,2.57455576143606,TRUE,""
"main_3to1_K05_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K05_n040_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_4to0_K05_n040_chi2",1,"target_only","misspecified",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K05_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K05_n040_chi2",1,"meta_regression","misspecified",2.56380452735679,0.79293032229863,1.00968965340174,4.11791940131184,TRUE,""
"main_4to0_K05_n040_chi2",1,"target_only","correct",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K05_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K05_n040_chi2",1,"meta_regression","correct",2.04573990551592,0.933378985534784,0.216350709941215,3.87512910109063,TRUE,""
"main_1to1_K10_n040_chi2",1,"target_only","misspecified",2.08108130089727,0.375433107985975,1.32105670815113,2.84110589364341,TRUE,""
"main_1to1_K10_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K10_n040_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_1to1_K10_n040_chi2",1,"target_only","correct",2.11253605078332,0.292676884367276,1.5189598173724,2.70611228419425,TRUE,""
"main_1to1_K10_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K10_n040_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K10_n040_chi2",1,"target_only","misspecified",1.01748977976501,0.467924470797551,0.0702262119308509,1.96475334759917,TRUE,""
"main_3to1_K10_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K10_n040_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K10_n040_chi2",1,"target_only","correct",1.54115036103229,0.459926428219901,0.608376331067139,2.47392439099743,TRUE,""
"main_3to1_K10_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K10_n040_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_4to0_K10_n040_chi2",1,"target_only","misspecified",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K10_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K10_n040_chi2",1,"meta_regression","misspecified",2.6364216619464,0.502673306153325,1.65120008589621,3.6216432379966,TRUE,""
"main_4to0_K10_n040_chi2",1,"target_only","correct",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K10_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K10_n040_chi2",1,"meta_regression","correct",2.00245708817694,0.637115201659815,0.753734238920724,3.25117993743315,TRUE,""
"main_1to1_K30_n040_chi2",1,"target_only","misspecified",2.32909985130041,0.506113617281487,1.30452639819939,3.35367330440143,TRUE,""
"main_1to1_K30_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K30_n040_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_1to1_K30_n040_chi2",1,"target_only","correct",2.05256114354894,0.275965471526096,1.49287722626912,2.61224506082875,TRUE,""
"main_1to1_K30_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K30_n040_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K30_n040_chi2",1,"target_only","misspecified",2.06284901559347,0.464641822609153,1.12223082159408,3.00346720959286,TRUE,""
"main_3to1_K30_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K30_n040_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K30_n040_chi2",1,"target_only","correct",1.86956494323095,0.380610437625673,1.09765119797177,2.64147868849012,TRUE,""
"main_3to1_K30_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K30_n040_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_4to0_K30_n040_chi2",1,"target_only","misspecified",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K30_n040_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K30_n040_chi2",1,"meta_regression","misspecified",2.52777660755048,0.259599124117248,2.01897167386253,3.03658154123843,TRUE,""
"main_4to0_K30_n040_chi2",1,"target_only","correct",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K30_n040_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K30_n040_chi2",1,"meta_regression","correct",1.96316041193875,0.32934208105789,1.31766179447182,2.60865902940569,TRUE,""
"main_1to1_K05_n100_chi2",1,"target_only","misspecified",1.95567056290432,0.229248636340517,1.50073410509611,2.41060702071253,TRUE,""
"main_1to1_K05_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K05_n100_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_1to1_K05_n100_chi2",1,"target_only","correct",2.03915007260214,0.190948635609828,1.66012002661002,2.41818011859427,TRUE,""
"main_1to1_K05_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K05_n100_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K05_n100_chi2",1,"target_only","misspecified",1.64685183320508,0.300506999749286,1.05050547235063,2.24319819405953,TRUE,""
"main_3to1_K05_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K05_n100_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K05_n100_chi2",1,"target_only","correct",1.61719731481125,0.229231441615566,1.16217649949668,2.07221813012583,TRUE,""
"main_3to1_K05_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K05_n100_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_4to0_K05_n100_chi2",1,"target_only","misspecified",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K05_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K05_n100_chi2",1,"meta_regression","misspecified",2.55282651382368,0.772172340490214,1.03939653660486,4.0662564910425,TRUE,""
"main_4to0_K05_n100_chi2",1,"target_only","correct",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K05_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K05_n100_chi2",1,"meta_regression","correct",1.94092708247304,0.923584916173011,0.13073391010949,3.75112025483658,TRUE,""
"main_1to1_K10_n100_chi2",1,"target_only","misspecified",2.18707957535848,0.266244936324952,1.65872516429393,2.71543398642303,TRUE,""
"main_1to1_K10_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K10_n100_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_1to1_K10_n100_chi2",1,"target_only","correct",2.04321895697942,0.191389951084906,1.66331290669284,2.42312500726601,TRUE,""
"main_1to1_K10_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K10_n100_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K10_n100_chi2",1,"target_only","misspecified",1.96562446135049,0.26671373078212,1.43633974294284,2.49490917975815,TRUE,""
"main_3to1_K10_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K10_n100_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K10_n100_chi2",1,"target_only","correct",2.0026687632222,0.233544143201955,1.53908730291837,2.46625022352604,TRUE,""
"main_3to1_K10_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K10_n100_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_4to0_K10_n100_chi2",1,"target_only","misspecified",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K10_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K10_n100_chi2",1,"meta_regression","misspecified",2.55311461511185,0.457087884087563,1.65723882453061,3.44899040569309,TRUE,""
"main_4to0_K10_n100_chi2",1,"target_only","correct",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K10_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K10_n100_chi2",1,"meta_regression","correct",2.00701290612669,0.531809148680041,0.964686128064899,3.04933968418847,TRUE,""
"main_1to1_K30_n100_chi2",1,"target_only","misspecified",2.05721292318959,0.229248153230094,1.60227742409829,2.51214842228089,TRUE,""
"main_1to1_K30_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K30_n100_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_1to1_K30_n100_chi2",1,"target_only","correct",1.92938788470105,0.1937300067887,1.54483686055434,2.31393890884776,TRUE,""
"main_1to1_K30_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=1;source_count_mode=all_rows_legacy"
"main_1to1_K30_n100_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K30_n100_chi2",1,"target_only","misspecified",1.93148678464675,0.265058954059798,1.40548591678903,2.45748765250448,TRUE,""
"main_3to1_K30_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K30_n100_chi2",1,"meta_regression","misspecified",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_3to1_K30_n100_chi2",1,"target_only","correct",1.76389788086472,0.195652738578787,1.37553026427942,2.15226549745002,TRUE,""
"main_3to1_K30_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_3to1_K30_n100_chi2",1,"meta_regression","correct",NA,NA,NA,NA,FALSE,"Length of 'yi' and 'vi' (or 'sei') are not the same."
"main_4to0_K30_n100_chi2",1,"target_only","misspecified",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K30_n100_chi2",1,"inmass","misspecified",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K30_n100_chi2",1,"meta_regression","misspecified",2.53727379783364,0.274617079082454,1.99903421329244,3.07551338237484,TRUE,""
"main_4to0_K30_n100_chi2",1,"target_only","correct",NA,NA,NA,NA,FALSE,"x1k coefficient unavailable"
"main_4to0_K30_n100_chi2",1,"inmass","correct",NA,NA,NA,NA,FALSE,"ps_meta=2;source_count_mode=source_rows"
"main_4to0_K30_n100_chi2",1,"meta_regression","correct",2.01970235046724,0.357051553572376,1.31989416484131,2.71951053609317,TRUE,""
